DataProvider, AccessionNumber, SpecimenType, TypeStatus, Exsiccata, Flags, Notes, SpecimenLinks, DuplicatesAt, OtherCatalogNumbers, AssignedReferenceNumbers, TaxonName_C1, Determiner_C1, DeterminersRefNo_C1, IdentificationType_C1, IdentificationDateISO_C1, IdentifiersNote_C1, PreferredName_C1, VernacularName_C1, PartAffected_C1, Substrate_C1, AssociationType_C1, Association_C1, PreviousIdentifications_C1, TaxonName_C2, Determiner_C2, DeterminersRefNo_C2, IdentificationType_C2, IdentificationDateISO_C2, IdentifiersNote_C2, PreferredName_C2, VernacularName_C2, PartAffected_C2, Substrate_C2, AssociationType_C2, Association_C2, PreviousIdentifications_C2, OtherComponents, Contributor, ContributorRefNo, Isolator, IsolationDate, ReceivedFrom, ReceivedDate, SpecimenEvents, Country_CE1, VerbatimCountry_CE1, LandDistrict_CE1, NZAreaCode_CE1, EcologicalDistrict_CE1, Locality_CE1, Collector_CE1, CollectionDate_CE1, CollectionDateISO_CE1, Habitat_CE1, MicroHabitat_CE1, Altitude_CE1, LocalHeight_CE1, GeoReference_CE1, DecimalLatitude_CE1, DecimalLongitude_CE1, Abundance_CE1, Method_CE1, Keywords_CE1, Context_CE1, Country_CE2, VerbatimCountry_CE2, LandDistrict_CE2, NZAreaCode_CE2, EcologicalDistrict_CE2, Locality_CE2, Collector_CE2, CollectionDate_CE2, CollectionDateISO_CE2, Habitat_CE2, MicroHabitat_CE2, Altitude_CE2, LocalHeight_CE2, GeoReference_CE2, DecimalLatitude_CE2, DecimalLongitude_CE2, Abundance_CE2, Method_CE2, Keywords_CE2, Context_CE2, OtherCollectionEvents, SpecimenId, DataAccessLevel, IsDeaccessioned
"International Collection Of Micro-organisms","ICMP 22017","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 1","Characterised as: Sequencing of ITS and LSU gene.; Other Details: This is a new record for New Zealand. The organism has been reported from Australia as a turf pathogen and as a root growth promoter from USA.","","","","","Phialocephala bamuru P.T.W. Wong & C. Dong 2015","B. Weir","","Determination","2016-03-20","","Phialocephala bamuru P.T.W. Wong & C. Dong","","","","","","",,,,,,,,,,,,,,"","M. Toome","T16-01152",,,,,"","New Zealand","","","","","Auckland","","","","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","B2352313-6EA9-424B-97A5-2A6754E164FC","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 16302","Fungal Culture","","","Price Category: Category 1","Growth Conditions: Nobles agar, MEA 26 C, 14 days","","","","","Phomopsis eucommiicola C.Q. Chang, Z.D. Jiang & P.K. Chi","A. Graham","","Determination","","","Phomopsis eucommiicola C.Q. Chang, Z.D. Jiang & P.K. Chi","","","","isolated from","isolated from Vitis riparia x Vitis berlanderi","TaxonName: Phomopsis eucommicola","Vitis riparia x Vitis berlanderi","","","Determination","","","Vitis berlandieri Planch. × riparia Michx.","grapevine rootstock cv 5C UCD","xylem with brown discoloration","","","","","","A. Graham","5a","","2005-11-28",,,"","New Zealand","New Zealand","","Auckland","","Henderson","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","7C2E06AD-57D1-4D93-A242-541DB7A6861D","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 11384","Fungal Culture","","","Price Category: Category 1","","","","","","Phoma bellidis Neerg.","P.R. Johnston","","Determination","2015-12-00","[PRJ] reidentified on basis of DNA sequences","Didymella bellidis (Neerg.) Q. Chen & L. Cai","","","","isolated from","isolated from Angelica sp.","TaxonName: Phoma Sacc.; TaxonName: Phoma sp.","Angelica sp.","","","Determination","","","Angelica","","root rot","","","","","","P.G. Broadhurst","","","1992-08-01",,,"","New Zealand","New Zealand","","Auckland","","Pukekohe","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","717213E8-AA9C-4A9F-9150-8CA0AF876AEC","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 18997","Fungal Culture","","","Price Category: Category 1","Characterised as: Identified by morphology and sequencing","","","","","Fusarium cerealis (Cooke) Sacc. 1886","R. Thangavel","T10-04730A","Determination","2010-02-23","","Fusarium cerealis (Cooke) Sacc. 1886","","","","isolated from","isolated from Vitis vinifera L.","","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","Grape vine","Root","","","","","","R. Thangavel","T10-04730A","R. Thangavel","2010-12-23",,,"","New Zealand","New Zealand","","Hawkes Bay","","Hastings","J. Haggerty","3/11/10","2010-11-03","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","ACA02DBC-344A-463C-9D0F-3DD753DEE5F9","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19014","Chromist Culture","","","Price Category: Category 1","Characterised as: Identified by morphology and sequencing","","","","","Pythium Pringsh. 1858","R. Thangavel","T11-02819B","Determination","2011-06-29","","Pythium Pringsh. 1858","","","","isolated from","isolated from Macropiper  excelsum (G.Forst.) Miq.","","Macropiper  excelsum (G.Forst.) Miq.","","","Determination","","","Piper excelsum Forst.f.","Kawakawa","Roots","","","","","","R. Thangavel","T11-02819B","R. Thangavel","2011-06-29",,,"","New Zealand","New Zealand","","Gisborne","","Gisborne","L. McKnight","7/6/11","2011-06-07","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","2BB8DF6C-4578-4898-936D-C6D379EA0D2B","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19001","Chromist Culture","","","Price Category: Category 1","Characterised as: Identified by morphology and sequencing","","","","","Phytophthora megasperma Drechsler 1931","R. Thangavel","T11-02819A","Determination","2011-06-29","","Phytophthora megasperma Drechsler 1931","","","","isolated from","isolated from Macropiper excelsum","","Macropiper excelsum","","","Determination","","","Piper excelsum Forst.f.","Kawakawa","Root","","","","","","R. Thangavel","T11-02819A","R. Thangavel","2011-06-29",,,"","New Zealand","New Zealand","","Gisborne","","Gisborne","L. McKnight","7/6/2011","2011-06-07","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","A8F6411D-A31C-458D-B46F-F5E074AEC19D","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10170","Fungal Culture","","","Price Category: Category 1","","","","","","Rhizoctonia DC.","","","Determination","","","Rhizoctonia DC.","","","","isolated from","isolated from Trifolium repens L.","TaxonName: Rhizoctonia sp.","Trifolium repens L.","","","Determination","","","Trifolium repens L.","white clover","roots","","","","","","G.F. Laundon","15822d","","1979-11-01",,,"","New Zealand","New Zealand","","Hawkes Bay","","Hastings","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","B7837E93-6CF3-45C5-8FE6-D816AB7E5F61","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10091","Fungal Culture","","","Price Category: Category 1","","","","","","Rhizoctonia DC.","","","Determination","","","Rhizoctonia DC.","","","","isolated from","isolated from Leptinella dioica Hook.f.","TaxonName: Rhizoctonia like species - non basidiomycete","Leptinella dioica Hook.f.","","","Determination","","","Leptinella dioica Hook.f.","cotula","stolons & roots","","","","","","M.J. Christensen & R.A. Skipp","",,,,,"","New Zealand","New Zealand","","Auckland","","Mt. Roskill","M.J. Christensen, R.A. Skipp","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","BABE575D-88C2-491B-A002-3A4CFC5A15A2","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10077","Fungal Culture","","","Price Category: Category 1","","","","","","Fusicoccum Corda","","","Determination","","","Botryosphaeria Ces. & De Not. 1863","","","","isolated from","isolated from Ribes nigrum L.","TaxonName: Fusicoccum sp.","Ribes nigrum L.","","","Determination","","","Ribes nigrum L.","black currant","root","","","","","","G.F. Laundon","14578","","1979-02-01",,,"","New Zealand","New Zealand","","Wellington","","Levin","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","3EAC53E8-10BD-49B4-9E8D-4238FDEFF7DF","Public","",
"International Collection Of Micro-organisms","ICMP 10166","Chromist Culture","","","Price Category: Category 1","","","","","","Phytophthora cryptogea Pethybr. & Laff.","","","Determination","","","Phytophthora cryptogea Pethybr. & Laff. 1919","","","","isolated from","isolated from Spinacia oleracea L.","TaxonName: Phytophthora cryptogea","Spinacia oleracea L.","","","Determination","","","Spinacia oleracea L.","spinach","root rot","","","","","","G.F. Laundon","16574","","1980-04-01",,,"","New Zealand","New Zealand","","Hawkes Bay","","Hastings","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","8C4AFE70-96F7-44E9-80A8-C935550BEF66","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10149","Bacterial Culture","","","Price Category: Category 1","Note: commercially available sulla inoculant","FAD87403-B2B9-41AD-9BCF-C9ABAD74D0E2 (): , ICMP 6932ICMP 10149","","","","Herbaspirillum aquaticum Dobritsa et al.","B.S. Weir","","Determination","2016-01-27","16S rDNA sequence","Herbaspirillum aquaticum Dobritsa et al.","","","","isolated from","isolated from Hedysarum coronarium L.","TaxonName: Rhizobium Frank 1889; TaxonName: Rhizobium sp.","Hedysarum coronarium L.","","","Determination","","cv. Necton","Hedysarum coronarium L.","sulla, French honeysuckle","root nodule","","","","","","H. Krishna","","H. Krishna","1988-00-00",,,"","New Zealand","New Zealand","","","","Palmerson North","H. Krishna","1988","1988-00-00","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","1BF3D1CB-AB52-49EF-AE3E-7EBDAE09AD34","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 5215","Fungal Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 5215","Nectria haematococca Berk. & Broome","","","Determination","","","Fusarium haematococcum Nalim, Samuels & Geiser","","","","isolated from","isolated from Passiflora edulis Sims","TaxonName: Nectria haematococca","Passiflora edulis Sims","","","Determination","","","Passiflora edulis Sims","passionfruit","root","","","","","","J.M. Dingley","6670","","1966-03-01",,,"","New Zealand","New Zealand","","Auckland","","Auckland","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","54BC8658-2ECD-4026-ADBC-A9B319DE5970","Public","",
"International Collection Of Micro-organisms","ICMP 10945","Fungal Culture","","","Price Category: Category 1","","","","","","Neocamarosporium betae (Berl.) Ariyawansa & K.D. Hyde","B.S. Weir","","Determination","2016-12-23","","Neocamarosporium betae (Berl.) Ariyawansa & K.D. Hyde","","","","isolated from","isolated from Beta vulgaris L.","TaxonName: Pleospora bjoerlingii Byford; TaxonName: Pleospora bjoerlingii","Beta vulgaris L.","","","Determination","","","Beta vulgaris L.","beet","root lesions","","","","","","G. Laundon","LEV 14731a","","1979-04-01",,,"","New Zealand","New Zealand","","Hawkes Bay","","Hastings","G. Laundon","Apr 1979","1979-04-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","38D85C32-8471-466B-A230-68EC286560BE","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 11221","Fungal Culture","","","Price Category: Category 1","","","","","","Verticillium bulbillosum W. Gams & Malla","","","Determination","","","Metapochonia bulbillosa (W. Gams & Malla) Kepler, S.A. Rehner & Humber 2014","","","","isolated from","isolated from Adiantum sp.","TaxonName: Verticillium bulbillosum","Adiantum sp.","","","Determination","","","Adiantum","","roots","","","","","","G. Laundon","LEV 13399b","","1978-06-01",,,"","New Zealand","New Zealand","","Wellington","","Levin","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","B713368F-033F-4858-A7F6-2BF9CB3F4E37","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 11201","Fungal Culture","","","Price Category: Category 1","","","","","","Trichocladium basicola (Berk. & Broome) Carmich.","","","Determination","","","Thielaviopsis basicola (Berk. & Broome) Ferraris","","","","isolated from","isolated from Citrus sp.","TaxonName: Trichocladium basicola","Citrus sp.","","","Determination","","","Citrus","grapefruit","roots","","","","","","G. Laundon","LEV 13107","","1981-04-01",,,"","New Zealand","New Zealand","","Wanganui","","Palmerston North","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","3A2D60B4-51A5-45D2-9E4A-03D14BB4BCBA","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 11234","Fungal Culture","","","Price Category: Category 1","","","","","","Ulocladium botrytis Preuss","","","Determination","","","Alternaria botrytis (Preuss) Woudenb. & Crous","","","","isolated from","isolated from Fragaria sp.","TaxonName: Ulocladium botrytis","Fragaria sp.","","","Determination","","","Potentilla","","roots","","","","","","G. Laundon","11924a","","1977-07-01",,,"","New Zealand","New Zealand","","Wellington","","Levin","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","81B65041-E256-441C-B216-E32923472314","Public","",
"International Collection Of Micro-organisms","ICMP 11385","Fungal Culture","","","Price Category: Category 1","","","","","","Phoma bellidis Neerg.","P.R. Johnston","","Determination","2015-12-00","[PRJ] reidentified on basis of DNA sequences","Didymella bellidis (Neerg.) Q. Chen & L. Cai","","","","isolated from","isolated from Bupleurum sp.","TaxonName: Phoma Sacc.; TaxonName: Phoma sp.","Bupleurum sp.","","","Determination","","","Bupleurum","thoroughwax","root rot","","","","","","P.G. Broadhurst","","","1992-08-01",,,"","New Zealand","New Zealand","","Auckland","","Pukekohe","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","B52E3218-8E1F-4A45-9DF3-5E7A27C51976","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19638","Fungal Culture","","","Price Category: Category 1","Characterised as: Identified by morphology and molecular sequencing","","","","","Fusarium venenatum Nirenberg 1995","R. Thangavel","T12-04666c","Determination","2012-12-11","","Fusarium venenatum Nirenberg","","","","isolated from","isolated from Allium cepa L.","","Allium cepa L.","","","Determination","","","Allium cepa L.","California red onions","Roots","","","","","","R. Thangavel","T12-04666c","R. Thangavel","2012-11-08",,,"","New Zealand","New Zealand","","Nelson","","Nelson","K. Wright","5/11/2012","2012-11-05","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","9AA401A9-869C-470E-B198-0AAB13326352","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 14833","Fungal Culture","","","Price Category: Category 1","","","","","","Fusarium avenaceum (Fr.) Sacc.","","","Determination","","","Fusarium avenaceum (Fr.) Sacc. 1886","","","","isolated from","isolated from Petunia X hybrida","TaxonName: Fusarium avenaceum","Petunia X hybrida","","","Determination","","","Petunia ×hybrida Vilm.","","lower stem, roots","","","","","","S. Ganev","03/2003/74","","2003-01-03",,,"","New Zealand","New Zealand","","Mid Canterbury","","Christchurch","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","29CFDACD-CD80-4971-85FF-453286B3CB85","Public","",
"International Collection Of Micro-organisms","ICMP 14834","Fungal Culture","","","Price Category: Category 1","","","","","","Rhizoctonia solani J.G. Kühn","","","Determination","","","Thanatephorus cucumeris (A.B. Frank) Donk 1956","","","","isolated from","isolated from Petunia X hybrida","TaxonName: Rhizoctonia solani","Petunia X hybrida","","","Determination","","","Petunia ×hybrida Vilm.","","lower stem, roots","","","","","","S. Ganev","03/2003/74","","2003-01-03",,,"","New Zealand","New Zealand","","Mid Canterbury","","Christchurch","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","3E2BEAA2-27FB-46DA-A839-A73976F68166","Public","",
"International Collection Of Micro-organisms","ICMP 10363","Fungal Culture","","","Price Category: Category 1","","","","","","Dictyochaeta fertilis (S. Hughes & W.B. Kendr.) Hol.-Jech.","","","Determination","","","Dictyochaeta fertilis (S. Hughes & W.B. Kendr.) Hol.-Jech. 1984","","","","isolated from","isolated from Trifolium repens L.","TaxonName: Dictyochaeta fertilis","Trifolium repens L.","","","Determination","","","Trifolium repens L.","","roots","","","","","","G. Laundon","LEV 15822a","","1979-11-01",,,"","New Zealand","New Zealand","","Hawkes Bay","","Hastings","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","D641C3BC-2C2A-458F-B34B-F4359C1DC578","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10389","Fungal Culture","","","Price Category: Category 1","","","","","","Cylindrocarpon Wollenw.","","","Determination","","","Neonectria Wollenw. 1917","","","","isolated from","isolated from Malus X domestica Borkh.","TaxonName: Cylindrocarpon sp.","Malus X domestica Borkh.","","","Determination","","","Malus ×domestica Borkh.","apple","roots","","","","","","G. Laundon","LEV 12061","","1977-08-01",,,"","New Zealand","New Zealand","","Hawkes Bay","","Hastings","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","309EC916-4CC3-4927-A392-F78EFD283AD3","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10320","Fungal Culture","","","Price Category: Category 1","","","","","","Cladosporium sphaerospermum Penz.","","","Determination","","","Cladosporium sphaerospermum Penz.","","","","isolated from","isolated from Viola sp.","TaxonName: Cladosporium sphaerospermum","Viola sp.","","","Determination","","","Viola","","roots","","","","","","G. Laundon","LEV 16825a","","1980-07-01",,,"","New Zealand","New Zealand","","Wanganui","","Palmerston North","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E2890F25-566F-470B-A749-389213A89B8C","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10319","Fungal Culture","","","Price Category: Category 1","","","","","","Cladosporium cladosporioides (Fresen.) G.A. de Vries","","","Determination","","","Cladosporium cladosporioides (Fresen.) G.A. de Vries","","","","isolated from","isolated from Viola sp.","TaxonName: Cladosporium cladosporioides","Viola sp.","","","Determination","","","Viola","","roots","","","","","","G. Laundon","LEV 16825b","","1980-07-01",,,"","New Zealand","New Zealand","","Wanganui","","Palmerston North","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","D1E04027-953F-4BA6-A0AD-8826D2ED82A2","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19496","Fungal Culture","","","Price Category: Category 1; MPI: Restricted Culture","Characterised as: Identified by morphology and sequencing","","","","","Ilyonectria europaea A. Cabral, Rego & Crous","R. Thangavel","T12-00482/4B","Determination","2012-03-08","","Ilyonectria europaea A. Cabral, Rego & Crous","","","","isolated from","isolated from Malus xdomestica ","","Malus xdomestica ","","","Determination","","","Malus ×domestica Borkh.","Apple","Roots","","","","","","R. Thangavel","T12-00482/4B","R. Thangavel","2012-02-08",,,"","New Zealand","New Zealand","","Nelson","","Nelson","W. Ho","7/2/2012","2012-02-07","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","73F968D4-1B8F-4EF8-84BC-3C59731CFD0E","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19571","Bacterial Culture","","","Price Category: Category 1","Characterised as: Identified by 16S rRNA sequencing; Growth Conditions: YMA 26 C for 7 days","","","","","Rhizobium Frank 1889","H.W. Tan","","Determination","","","Rhizobium Frank 1889","","","","isolated from","isolated from Swainsona galegifolia","","Swainsona galegifolia","","","Determination","","","Swainsona galegifolia","Smooth darling pea","Root","","","","","","H.W. Tan","Swg-P1N2","H.W. Tan","2012-00-00",,,"","New Zealand","New Zealand","","Mid Canterbury","","Lincoln","P.B. Heenan","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E4AFF5C6-0D4C-40A6-BF94-9BC6DEA19E9B","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19947","Chromist Culture","","","Price Category: Category 1","Characterised as: By morphology and sequencing ITS, cox II genes","","","","","Pythium irregulare Buisman 1927","I. Meadows","","Determination","2013-08-28","","Globisporangium irregulare (Buisman) Uzuhashi, Tojo & Kakish.","","","","isolated from","isolated from Fragaria","","Fragaria","","","Determination","","","Potentilla","Strawberry","Root","","","","","","I. Meadows","T13-03025B","","2013-07-30",,,"","New Zealand","New Zealand","","Auckland","","Auckland","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","7211F519-8DF4-4DAF-956E-D7DC23A18810","Public","FALSE",
